team,orb_rate_off_gravity,orb_rate_def_gravity,orb_rate_off_avg,orb_rate_def_avg
Bucknell,1.0657263384924447,2.6492168790367225,24.433626836077593,29.5624264726499
Buffalo,1.16762447280109,2.262943619386301,25.809492963636863,28.952432473579
Butler,1.209286564703666,1.9277410828756985,31.615232905255876,27.490950055917086
Cal Baptist,0.9127535809063874,1.0378141698346555,35.801461378896576,25.190368360700187
Cal Poly,-0.023508028988896194,1.0429228143028744,27.656354692290037,28.462315927607655
Cal St. Bakersfield,-0.28384065622116605,1.514097826081249,28.04091974779197,32.00774342209628
Cal St. Fullerton,0.8792144436653795,0.5501114059141528,21.590600228555196,25.561836715989383
Cal St. Northridge,0.9672360242793023,0.5807045309461409,29.07273167981784,23.665326099750175
California,0.7686732593970089,1.9438437825558788,22.00068772506971,26.896506995302573
Campbell,1.2665568967500027,0.953714439662247,31.42780576465058,31.503703216144412
Canisius,2.2075202843283392,-0.8169365415247221,26.699328889071694,27.191701530482927
Central Arkansas,1.5152018514405157,0.4914792996150802,26.318963361383744,25.3733895048888
Central Connecticut,1.158947099348434,2.0458735187806623,25.420944507670985,28.74105614669325
Central Michigan,0.7111781305619002,1.2621082341557972,27.62817976742168,33.00909432821937
Charleston,0.8451888625431411,-0.17238524568629385,27.338088889176465,28.78585584536659
Charleston Southern,0.13040716859770482,0.3770398361611915,28.225170639638648,27.129248119635474
Charlotte,1.0515384557497414,0.3925603804484272,31.09402020201562,30.47600440626385
Chattanooga,1.0910769635356072,1.4157688476617225,19.979725044605317,29.64745173655073
Chicago St.,0.939433970909773,1.4072548086473333,23.801524761840582,32.1733711213441
Cincinnati,2.1090689812515437,1.5181378324092651,29.1273471262818,24.764837111643214
Clemson,0.4193036975934022,1.360789090198286,25.493998743773762,23.52494139643424
Cleveland St.,1.2594456618693084,1.055218629158706,23.378157901512605,34.85841382583659
Coastal Carolina,1.1784336242358817,0.4102096989615249,25.385607297533713,25.842458695026963
Colgate,1.031326536310455,-0.17124695218182948,24.44949887993445,26.788238318823705
Colorado,-0.5759945812641986,2.2139602872795807,27.355489168751358,26.793720683370214
Colorado St.,-0.5055172678937255,-0.2534909445370559,27.572371375905252,29.015191304921782
Columbia,0.9843832119155179,0.35939518890795424,32.923457194880584,25.738448140111945
Connecticut,1.3677007097686211,1.9127978306656752,33.02124462605916,25.757632596287
Coppin St.,2.4630398240465055,1.1836060189600575,27.42537473678239,33.15581406457121
Cornell,-0.2495276766200894,-0.25298619845712955,27.630125219460897,27.911999643849185
Creighton,0.6393701434126925,1.5601952658548852,25.269291219263373,28.045513080592254
Dartmouth,0.9238929194061846,0.670465709430683,22.098460281118136,26.609246660621675
Davidson,-0.21022811752671927,0.2918500694507582,27.105854220495193,28.179276311100264
Dayton,0.7679060026885667,1.3687243527882722,25.20543750463876,27.10169297286159
DePaul,-0.0386345329008178,1.147056768778774,28.226363189348564,27.9993751727795
Delaware,0.98120397181413,0.7302690344875489,17.652423236273012,29.713818694374183
Delaware St.,1.717816810380476,1.5555678875936605,25.211034549982532,30.688491632547404
Denver,-0.01444811740547192,1.7827690936875158,28.39933447877359,30.0801448230176
Detroit Mercy,0.5331847404712786,1.2760984624483238,31.381640663776782,28.945759296164326
Drake,0.9704430688703204,1.3536124514160508,24.101178318230986,29.36913562003716
Drexel,-0.16926481866076537,-0.1086925685075896,28.710443642742902,28.099020507952297
Duke,1.3669983123163514,1.3794264405157484,35.803782552557095,21.906599656235016
Duquesne,-0.18294571798694828,0.6526337129729247,28.181189618608435,27.715230166552328
East Carolina,1.3603005074651653,0.31318263116689365,29.917520501114073,30.897369894056094
East Tennessee St.,1.3819310638033373,0.17082641782367766,26.98293764834684,26.08322302692661
