team,efg_off_gravity,efg_def_gravity,efg_off_avg,efg_def_avg
Southern,1.2303463469050009,2.049298834311747,49.062708401518954,53.04034283240095
Southern Illinois,0.7192844165460839,1.1675692856542224,49.37516597392774,49.302783236114216
Southern Indiana,1.0812802218128472,-0.39857327739462367,43.71545031018925,49.64684383757693
Southern Miss,1.1655627990313595,-0.18073992086175134,49.23600297035965,51.565840639982824
Southern Utah,0.008844464337439541,1.2178505163198037,51.45684449437472,53.79800902339453
St. Bonaventure,1.3078147176995554,0.8230557235721195,52.656230476407934,54.13772770630025
St. John's,-0.6069721058450265,1.3635331215422541,50.8214003361102,47.847092588778445
St. Thomas,0.7679672238068721,-0.5040288889781843,59.69355466898001,51.16837815382129
Stanford,1.8864150970793692,1.135575942278267,51.99614830594399,51.42215223129251
Stephen F. Austin,-0.7248036465501922,0.4075492605309826,52.1142251859148,47.80666898788452
Stetson,-0.1562334138617676,1.0940585246397552,53.282059899389324,55.37215857608448
Stonehill,1.380396671116222,0.3113493021355866,46.828386107406736,48.12452446234629
Stony Brook,0.5756262059064577,-0.30016141893413656,50.598492965023155,51.18080718926998
Syracuse,2.3839825284783975,1.679657463055944,52.67086839726811,50.23032104090849
TCU,-0.42750980396346316,1.3862934075059674,50.70202385613484,51.163493990274844
Tarleton St.,0.9440602502344051,1.3462135945750977,48.39374040567792,53.89125758089556
Temple,0.43697076693669845,-0.4562635887912757,50.78426964908327,50.677623106053154
Tennessee,2.0800505488258296,1.6071944447847117,52.1285690607057,48.0804385045666
Tennessee Martin,1.0912482082937165,0.42563954400961174,49.018563938321485,46.0304148749339
Tennessee St.,0.9121753273010352,-1.2483851547326785,50.111977566518924,51.4322500755856
Tennessee Tech,1.0178155236856894,-1.4962541300409975,49.020324039007434,51.390725814885705
Texas,1.3848624654394712,-0.04536180658513111,54.939233774846436,51.63249762397309
Texas A&M,1.1525895028337512,1.8545070149732783,54.58948367754077,51.09187763369335
Texas A&M Corpus Chris,1.2289654907738679,0.05655108606970737,49.91347060830903,50.15926231918629
Texas Southern,1.6798998168695278,2.3591765750134672,50.25758604886783,52.46419058135513
Texas St.,1.3924019982613347,1.74257647572074,50.18679099728838,52.02123244735301
Texas Tech,1.357601135981524,1.8747128305907763,57.0096650719494,49.07569599738182
The Citadel,1.5204560004174748,1.054077102376902,49.34744677111335,57.72709829405952
Toledo,0.8073147500885878,0.7925667443963047,54.286926314322756,54.66800476599086
Towson,0.9011349847743977,0.9470231376267698,46.70204028715254,49.007320169402924
Troy,-0.2555602626764713,0.19306238721259206,51.852760743098095,50.244827169465275
Tulane,0.4856899340240929,-0.5228018474804541,49.83000955818647,51.13475225647938
Tulsa,1.0593512708571227,0.06511711789725486,57.32480709116172,50.13543452486124
UAB,0.9499969131231449,0.5300466508619855,48.317704195251935,49.51988857734473
UC Davis,0.5318434026307113,1.3080432785043423,52.444910671432126,52.78480172245786
UC Irvine,1.132407062121538,0.9800016009897873,49.685376098822,45.395925656012096
UC Riverside,1.1049132368520007,0.8448925493589651,49.273807495644256,52.807858946741234
UC San Diego,0.6771856870893838,0.7235450162089347,53.27049243630361,48.44590994860176
UC Santa Barbara,0.9427764413942188,1.3033652225573569,55.15287852470399,52.97252023419554
UCF,1.6338895246451959,-0.09358745517560735,54.211045157250844,52.64348083805857
UCLA,1.6486423995824915,2.1327711630811637,54.11315140826586,50.680645062679865
UMBC,0.12434364705050241,-0.17981592138836436,53.94571206456737,49.27326582274465
