team,ft_rate_off_gravity,ft_rate_def_gravity,ft_rate_off_avg,ft_rate_def_avg
Virginia,0.18431673704836615,1.4001891607028907,34.76002277350882,33.141134886472045
Virginia Tech,-0.3358223031872597,1.1132069253890597,34.316853686808415,29.378335431410964
Wagner,1.2908428306923456,1.7777485188018147,32.51353809644125,40.8707817241585
Wake Forest,1.3710921398638605,0.14522521607423508,36.130143163605766,37.0540394762762
Washington,0.46713975008420977,1.5354565220298044,30.334635649780303,32.67582888668972
Washington St.,0.7623720317757235,1.0959929465803293,30.730183389149985,33.75630096729899
Weber St.,0.8152991280515866,1.5498880906165207,39.8154141450915,36.468315216693746
West Georgia,1.0403989815514254,2.1620991538540832,29.776669891996455,37.81184214631925
West Virginia,-0.6772080064275593,0.8822078408731757,35.56623895046804,29.689602721990326
Western Carolina,0.4588510471814792,0.8434718147349276,31.87323274659361,38.42681510634573
Western Illinois,-0.3019489018133514,-0.2493246274647949,38.251484126117965,35.782876590271606
Western Kentucky,0.5169866661304874,1.0312966585302623,41.25269289234752,48.57961663843479
Western Michigan,0.9807981174913344,0.9594598659664834,33.66211554253451,38.302385473241706
Wichita St.,0.7226483009543765,2.1150423153255162,37.33095795373392,34.78755916684132
William & Mary,0.8007217786897597,0.9020247238826825,45.42742738106668,35.75009993804469
Winthrop,0.8074592215187568,0.845508980050571,45.248676667009605,39.480470199257155
Wisconsin,-0.9882238829591643,1.3803612801684635,33.78771532426442,31.546970405538783
Wofford,1.3993350896734862,0.7406234604862957,36.73550606672631,37.37718608067092
Wright St.,0.4740532899741537,-0.00039614475474862,39.1400436654395,33.940488137472265
Wyoming,0.8336630990612203,0.8476813364894482,36.82248981930086,49.425512600629666
Xavier,0.88408904543511,1.3211191267739038,28.08225857146535,33.82606807128188
Yale,1.3413294288576634,0.8230962708555047,36.99569831148369,28.854473684933062
Youngstown St.,1.423014476550094,2.3890474380069393,32.178597425162906,37.31579911687581
