team,to_rate_off_gravity,to_rate_def_gravity,to_rate_off_avg,to_rate_def_avg
Louisville,-0.011753087739053989,-0.024412840310879206,15.82794177974875,15.754944116973103
Loyola Chicago,0.76884288509897,0.9636958910299737,18.587605423358642,11.785825759968631
Loyola MD,0.28037816692263146,1.0844311259141803,14.693818874027153,14.57101173207834
Loyola Marymount,0.10512494848030571,0.26730398335420474,16.076101547138865,15.602932205289262
Maine,1.3443563610992975,0.7282689137110989,18.312692564905774,18.10676704096984
Manhattan,0.7504208078617441,-0.15991986730320515,14.625919842788973,15.938593310518142
Marist,0.21501305432367615,0.9229551527429806,15.993223798500415,18.29115968745934
Marquette,0.11637397188804237,1.4315954989627246,15.73688941216367,17.662529274546426
Marshall,-0.19063530033312917,0.185214477262048,15.670241119009145,15.055043395524303
Maryland,0.7929956177461582,0.5446460309762867,16.935346632273642,13.813828799166238
Maryland Eastern Shore,0.9754953903954463,-0.1414135127541571,22.099938809554597,16.763553191162064
Massachusetts,1.1630063369939658,0.08752100463981399,17.039369184403714,15.920777760209024
McNeese St.,1.175736660709304,0.9571551927226084,13.386269762304297,22.366562697036056
Memphis,0.8066117900567092,1.3735234010527309,17.833425219734057,17.57591013063097
Mercer,0.03166114590659455,0.13813107076433342,14.519895966480943,15.848321482592793
Mercyhurst,0.6309682702464371,0.5370043074490973,13.217866947732015,17.70276631633616
Merrimack,0.8306894285658223,0.8326037380867501,13.722304389823716,18.7502359913185
Miami FL,-0.00010924557199021004,1.183325896679399,15.789561646665339,17.195114792656803
Miami OH,0.8087599610578255,0.6164080692094559,13.86607738739829,16.90311867598869
Michigan,-0.12436340591822695,-0.28192951971691144,16.308919933436265,14.83420442815521
Michigan St.,0.15768413312775958,0.26484530176555754,15.962381546055823,13.82179933009646
Middle Tennessee,0.7137963516255367,0.5441806374901966,15.290606699547599,14.399388778870259
Milwaukee,0.667036084696309,0.5415819304246401,14.53263454337524,14.551788689858265
Minnesota,0.4783802542708229,-0.2766654682843242,15.238597004057814,15.678752378639134
Mississippi,1.0350067649239942,0.5816275795723935,13.106558136152978,15.97828190059142
Mississippi St.,0.3188449716249425,0.7563473392032068,15.35890102161808,12.438210016249863
Mississippi Valley St.,0.871322085850289,0.03009478698821866,20.382998969127406,16.427870244862074
Missouri,1.105057821129213,0.29197790672686413,16.563865810723343,15.874660332063057
Missouri St.,0.07104063242601685,0.001964438976511911,15.940431654464792,15.856633129026086
Monmouth,0.20322952746319084,0.9279881115145393,15.893736026725385,18.63383139539707
Montana,1.0602644424317726,0.7296835632515696,19.005943313196386,14.056668271505192
Montana St.,0.5639853074974551,0.3581013563212145,13.930894265180196,15.314470809507103
Morehead St.,0.5624124659224952,1.1307772413860928,17.180596721737206,14.20383157023591
Morgan St.,0.6245387005379496,0.8139522272271827,16.895212513875855,15.578148834368385
Mount St. Mary's,0.9736039373740355,0.954019557625615,21.583641631842937,14.496508998464776
Murray St.,0.3082518422324763,0.523249960823021,15.636084444486254,14.995978087366957
N.C. State,0.9770480559893492,1.4044462234516009,12.814056999966025,17.309389162644532
NJIT,0.7712617886807651,1.1998181043639842,16.032026063203265,15.039225516616526
Navy,0.5706134531298974,0.7155105729368659,16.00013745507878,17.79658112201567
Nebraska,0.9579301437604207,1.3363951089304207,13.73263474995692,18.025027236988887
Nebraska Omaha,0.3298136719349631,0.9413822402848969,15.15973706627923,13.436290925984183
Nevada,1.1677808264813478,0.29965638924243443,13.928362180993082,16.261268291205017
New Hampshire,-0.7887031791602026,1.2318248082065415,15.501537169592448,14.923542406915175
New Haven,0.8137458760013081,-0.013262633370188662,16.44496340378573,16.341331691584653
New Mexico,1.0650843459640507,0.9306076780019422,14.139970161274023,17.851805807602837
New Mexico St.,1.009218610219748,0.7681949914701471,13.82265953120793,13.310223734637896
New Orleans,0.666136493086671,0.8257022193103886,18.985972115832425,13.887876035107595
Niagara,0.8932915285158436,0.46820620032916316,16.81627694538777,15.549030044368818
Nicholls St.,0.1847716196985661,1.0012103802201975,16.38937305914935,19.272567127413723
Norfolk St.,0.6704971525422143,0.046219497321798746,17.404446167541888,17.478619696457628
North Alabama,0.9771662110940768,0.823111435204544,16.236985424253852,13.768520913498532
North Carolina,1.1569070033448468,0.7887935718111313,13.675869677048112,12.573270500682307
North Carolina A&T,1.0376240159400463,1.0503543961063861,16.994813465327745,13.219916689562718
North Carolina Central,0.7457695256244874,0.46602395320056544,17.180572559542945,18.726704874123946
North Dakota,0.5907535241573116,1.0826038848653547,13.337401748303781,18.570068256483815
North Dakota St.,0.48001628322168677,0.8929287591873306,14.796479332737533,17.8241537286974
North Florida,1.0774130260605532,0.9782272795571194,17.131722542924315,12.181883589768331
North Texas,0.43445992154018015,1.1198534295733649,15.278450538075017,20.089034024903277
Northeastern,0.031582239130843605,0.0137197088799514,15.240614898289914,15.724459027067095
Northern Arizona,-0.08707119456297538,0.07206140421621449,15.255883861201143,16.024471513776653
Northern Colorado,0.33698094885429986,1.0152743019759092,14.80365448903605,11.67983299916034
Northern Illinois,0.957414399051876,0.017556806642117614,19.627959182975513,15.488397364313247
Northern Iowa,0.9154590636100021,0.763459618894196,13.845936455386095,16.73414996258134
