team,efficiency_off_gravity,efficiency_def_gravity,efficiency_off_avg,efficiency_def_avg
Duke,1.4400309053598932,1.4418710605948037,122.77190175114507,92.00742139604034
Duquesne,0.5589109201514226,-0.39189959042580924,108.06265247796844,108.76406394350353
East Carolina,0.86800259019647,0.7348527056087906,101.1393338384676,110.24412113227217
East Tennessee St.,0.3081445725126363,0.16393217586901326,115.85458186622449,103.49235185280932
East Texas A&M,1.0902548372982552,2.0614971123013057,97.95450317669246,110.61358483391865
Eastern Illinois,1.1437384308923657,-4.092429352249989,96.75663549095383,107.46525234717704
Eastern Kentucky,-0.10417730356580222,1.1537127335798991,111.42772119684197,118.74907513294943
Eastern Michigan,1.1719509181720726,0.015802431281486812,101.91126981605696,107.42367542820055
Eastern Washington,0.7479397111044858,1.1357840442636584,111.44155848536052,114.38981626868645
Elon,0.5322247620249079,1.27675418953031,110.86708800328373,113.01622590067618
Evansville,0.7001169062660771,0.8494773554413386,96.6851916957374,115.22057357513518
FIU,0.7515211841484023,-0.03340747061514283,106.60078864996427,107.66780315852439
Fairfield,3.857701739040253,-3.3903933313413805,107.09359054911472,106.53717281780564
Fairleigh Dickinson,1.3534012907151407,2.524628912176165,100.311779696457,112.213631295845
Florida,1.4037871155987984,1.8450495146368477,120.70832550952896,97.8007869224602
Florida A&M,1.5289076015032823,-2.953894028674609,99.03211747578274,106.39908532667613
Florida Atlantic,1.728762477732212,1.3280778426302025,108.3029226202648,105.89717677368469
Florida Gulf Coast,-3.2236397207154215,1.805028489411825,108.27253706886256,110.44824078747395
Florida St.,2.493379214035676,3.958197480259226,110.6826553785804,107.1182787850156
Fordham,0.9202172299851422,0.7360319287697239,104.568174649492,101.75233311746817
Fresno St.,0.47459954260768933,2.4192448094082386,104.32502957528914,106.51524066401184
Furman,-0.5936185609777366,-0.44889259810596926,111.17649678451167,106.68023682708757
Gardner Webb,0.9589843537180318,1.0469998358670771,93.18843308280587,122.0856796947027
George Mason,1.1591196610594998,1.1740461449378814,112.25351258829674,103.90622893986291
George Washington,1.264358325936048,1.0026211788309365,115.62432971901335,107.34097056207816
Georgetown,3.9579996950398075,0.8841564555027965,109.19775839446892,107.95361418348666
Georgia,1.2938692375364529,4.494321787416937,119.99527663083023,106.78186690278758
Georgia Southern,0.19741436082693606,2.4488914267615356,110.74608056662126,110.7469053786241
Georgia St.,1.1921825414299227,2.8532817421881513,99.22239478767034,108.50561780884219
Georgia Tech,0.2728475896425391,2.4433785834007846,101.81617558980716,107.10386009788922
Gonzaga,1.2013679266816,1.2087847909519058,120.29575279313275,92.97857004881635
Grambling St.,1.6172042322510887,-0.5799276212493463,99.77055029261685,102.98062342001863
Grand Canyon,1.42356645472702,1.2618583896393636,109.72328571564081,99.4967679242698
Green Bay,0.5315858998914404,1.0203160783291114,114.61535216830286,115.49418075798003
Hampton,1.1028620234256048,-2.59086177243126,100.7919512572468,107.28115669341443
Harvard,-1.0400126989860647,0.5046099756519442,108.76375136789149,102.90464658246312
Hawaii,-0.9376218446888228,0.620241015711927,108.17891189481699,96.66776433002795
High Point,0.8037456140595409,0.24555946163263262,120.47947831711826,100.35663715944841
Hofstra,0.9666788557161046,0.6050773006034617,113.48186626921901,101.60439457053408
Holy Cross,1.7322290099972546,1.7874473859607,102.27165430679437,113.47743678753208
Houston,1.5708116558169165,1.4643697255921697,117.20012632533705,95.40855808572154
Houston Christian,1.3609782939262434,1.9659781509439682,102.37640398180488,111.68710579755094
Howard,1.9403231770921896,0.17746200609453525,107.77931221145595,96.89642615456006
IU Indy,2.795517760344676,1.0953684497572327,106.11266098707965,120.15678786167946
Idaho,-1.4872391187946254,-0.2634538976988624,108.82487346857096,106.76695433638446
Idaho St.,0.4975954905438441,1.2526108261943887,110.52043667816692,114.9996044422166
Illinois,1.3072123596332066,2.3094624635843446,125.14553250039904,102.84340764756182
Illinois Chicago,0.4770586490812252,0.9199621083179735,108.1085880339195,104.73452930310856
Illinois St.,1.2441745605350787,0.959071543217713,109.81364680836609,102.31190523720082
Incarnate Word,1.2619525088336252,1.4506134262258235,106.2335396327459,115.50028774524887
Indiana,1.5844314725214528,4.9241475990584656,115.95603076336324,106.8280985370079
Indiana St.,0.630832106168974,-0.35174990158908576,102.11715689819438,107.09950837761477
Iona,2.397268518931616,-0.4592995392039067,105.35410609490488,103.89722754483444
Iowa,1.3696844414688976,2.0853678670193627,118.65864355765342,103.71820454959412
Iowa St.,1.5310543350830383,1.378742339431968,117.92582927639435,96.88313984934528
Jackson St.,1.2474667922669438,1.6021194356844017,97.60108951925167,116.99290945646784
Jacksonville,2.6591220855919024,1.304578228514949,105.19937968836393,113.88321576283137
Jacksonville St.,1.3630308402312543,-0.21708579886296708,105.41961479255438,106.573336149471
James Madison,0.21639077647271687,2.8105603264043104,110.26571317351394,109.45524998622257
Kansas,3.6585455232956003,1.887607415442041,110.96131909917814,99.11854410555448
Kansas St.,-3.097050841772649,-0.819910439702608,106.68133619291687,111.22578225198593
